# emapper version: emapper-1.0.3-35-g63c274b emapper DB: 2.0
# command: ./emapper.py  --cpu 6 -i /data/shared/emapper_jobs/user_data/MM_5ake07qj/query_seqs.fa --output query_seqs.fa --output_dir /data/shared/emapper_jobs/user_data/MM_5ake07qj -m diamond -d none --tax_scope auto --go_evidence non-electronic --target_orthologs all --seed_ortholog_evalue 0.001 --seed_ortholog_score 60 --query-cover 20 --subject-cover 0 --override --temp_dir /data/shared/emapper_jobs/user_data/MM_5ake07qj
# time: Wed May 19 14:39:19 2021
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
rna1182_2	9668.ENSMPUP00000014986	0.0	3086.6	Carnivora	USP32		3.4.19.12	ko:K11837					ko00000,ko01000,ko01002,ko04121				Mammalia	38FGF@33154,3BCZZ@33208,3CU7C@33213,3ETKZ@33554,3J2FV@40674,481K3@7711,48ZXS@7742,COG5126@1,COG5560@1,KOG0044@2759,KOG1870@2759	NA|NA|NA	OT	ubiquitin carboxyl-terminal hydrolase
rna1183_3	9668.ENSMPUP00000014986	0.0	3110.9	Carnivora	USP32		3.4.19.12	ko:K11837					ko00000,ko01000,ko01002,ko04121				Mammalia	38FGF@33154,3BCZZ@33208,3CU7C@33213,3ETKZ@33554,3J2FV@40674,481K3@7711,48ZXS@7742,COG5126@1,COG5560@1,KOG0044@2759,KOG1870@2759	NA|NA|NA	OT	ubiquitin carboxyl-terminal hydrolase
rna1184_2	9668.ENSMPUP00000014986	0.0	2617.0	Carnivora	USP32		3.4.19.12	ko:K11837					ko00000,ko01000,ko01002,ko04121				Mammalia	38FGF@33154,3BCZZ@33208,3CU7C@33213,3ETKZ@33554,3J2FV@40674,481K3@7711,48ZXS@7742,COG5126@1,COG5560@1,KOG0044@2759,KOG1870@2759	NA|NA|NA	OT	ubiquitin carboxyl-terminal hydrolase
gene781_1	10141.ENSCPOP00000009440	1e-55	224.6	Rodentia	VDAC3	GO:0001662,GO:0002209,GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005253,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0005783,GO:0005791,GO:0006810,GO:0006811,GO:0006820,GO:0006863,GO:0006950,GO:0006952,GO:0007154,GO:0007267,GO:0007268,GO:0007270,GO:0007610,GO:0007611,GO:0007612,GO:0008021,GO:0008150,GO:0008308,GO:0008509,GO:0009987,GO:0012505,GO:0015075,GO:0015103,GO:0015267,GO:0015318,GO:0015698,GO:0015851,GO:0015853,GO:0016020,GO:0019867,GO:0022803,GO:0022832,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0023052,GO:0030133,GO:0031090,GO:0031410,GO:0031966,GO:0031967,GO:0031968,GO:0031975,GO:0031982,GO:0032501,GO:0033555,GO:0034220,GO:0042596,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044456,GO:0044464,GO:0045202,GO:0050877,GO:0050890,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0070382,GO:0071702,GO:0071705,GO:0097458,GO:0097708,GO:0098588,GO:0098656,GO:0098793,GO:0098805,GO:0098916,GO:0099503,GO:0099536,GO:0099537		ko:K15041	ko04020,ko04022,ko04216,ko04217,ko04218,ko04621,ko04979,ko05012,ko05016,ko05161,ko05166,ko05203,map04020,map04022,map04216,map04217,map04218,map04621,map04979,map05012,map05016,map05161,map05166,map05203				ko00000,ko00001,ko02000,ko03029	1.B.8.1			Mammalia	35DDR@314146,38G4B@33154,3BA0A@33208,3CRFW@33213,3J7DI@40674,47ZZ2@7711,48WQB@7742,4Q6Y3@9989,KOG3126@1,KOG3126@2759	NA|NA|NA	P	Voltage-dependent anion-selective channel protein 3
gene781_2	9402.XP_006916328.1	8.3e-21	108.6	Chiroptera	VDAC3	GO:0001662,GO:0002209,GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005253,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0005783,GO:0005791,GO:0006810,GO:0006811,GO:0006820,GO:0006863,GO:0006950,GO:0006952,GO:0007154,GO:0007267,GO:0007268,GO:0007270,GO:0007610,GO:0007611,GO:0007612,GO:0008021,GO:0008150,GO:0008308,GO:0008509,GO:0009987,GO:0012505,GO:0015075,GO:0015103,GO:0015267,GO:0015318,GO:0015698,GO:0015851,GO:0015853,GO:0016020,GO:0019867,GO:0022803,GO:0022832,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0023052,GO:0030133,GO:0031090,GO:0031410,GO:0031966,GO:0031967,GO:0031968,GO:0031975,GO:0031982,GO:0032501,GO:0033555,GO:0034220,GO:0042596,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044456,GO:0044464,GO:0045202,GO:0050877,GO:0050890,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0070382,GO:0071702,GO:0071705,GO:0097458,GO:0097708,GO:0098588,GO:0098656,GO:0098793,GO:0098805,GO:0098916,GO:0099503,GO:0099536,GO:0099537		ko:K15041	ko04020,ko04022,ko04216,ko04217,ko04218,ko04621,ko04979,ko05012,ko05016,ko05161,ko05166,ko05203,map04020,map04022,map04216,map04217,map04218,map04621,map04979,map05012,map05016,map05161,map05166,map05203				ko00000,ko00001,ko02000,ko03029	1.B.8.1			Mammalia	38G4B@33154,3BA0A@33208,3CRFW@33213,3J7DI@40674,47ZZ2@7711,48WQB@7742,4M04Q@9397,KOG3126@1,KOG3126@2759	NA|NA|NA	P	Voltage-dependent anion-selective channel protein 3
rna1185_1	29078.XP_008147725.1	1.6e-115	422.2	Chiroptera	C17orf64												Mammalia	39VUD@33154,3BN6K@33208,3CZCE@33213,3JD45@40674,486M3@7711,48ZV1@7742,4KQ2A@9397,COG0553@1,KOG0384@2759	NA|NA|NA	K	protein C17orf64 homolog
rna1185_3	9597.XP_008965389.1	1.9e-23	116.3	Hominidae	C17orf64												Mammalia	35MRS@314146,39VUD@33154,3BN6K@33208,3CZCE@33213,3JD45@40674,486M3@7711,48ZV1@7742,4MBNE@9443,4N5ND@9604,COG0553@1,KOG0384@2759	NA|NA|NA	K	DUF4208
rna1186_1	246437.XP_006154519.1	1.3e-308	1066.6	Euarchontoglires	APPBP2	GO:0003674,GO:0003774,GO:0003777,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005856,GO:0005875,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0012506,GO:0015031,GO:0015630,GO:0015833,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0030659,GO:0031090,GO:0031410,GO:0031982,GO:0032991,GO:0033036,GO:0034613,GO:0042886,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044422,GO:0044424,GO:0044430,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070727,GO:0071702,GO:0071705,GO:0097708											Mammalia	35MEC@314146,38GPH@33154,3BE82@33208,3CWCE@33213,3J5BR@40674,489SA@7711,48YFE@7742,COG0457@1,KOG1840@2759	NA|NA|NA	Z	Amyloid beta precursor protein (cytoplasmic tail) binding protein 2
gene784_2	9402.XP_006921707.1	2.2e-14	87.0	Chiroptera				ko:K02977	ko03010,map03010	M00177,M00179			br01610,ko00000,ko00001,ko00002,ko03011,ko04147				Mammalia	38CAM@33154,3BDTF@33208,3CUJQ@33213,3JBSG@40674,483G4@7711,4948X@7742,4KQRG@9397,COG5272@1,KOG0004@2759	NA|NA|NA	J	Ribosomal protein S27a
gene784_3	59538.XP_005959116.1	1.1e-26	127.9	Mammalia	RPS27A	GO:0000122,GO:0000165,GO:0000184,GO:0000187,GO:0000209,GO:0000715,GO:0000731,GO:0000956,GO:0001666,GO:0001932,GO:0001934,GO:0002218,GO:0002221,GO:0002224,GO:0002253,GO:0002376,GO:0002682,GO:0002684,GO:0002753,GO:0002755,GO:0002756,GO:0002757,GO:0002758,GO:0002764,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0005768,GO:0005783,GO:0005789,GO:0005829,GO:0005840,GO:0005886,GO:0006139,GO:0006259,GO:0006281,GO:0006283,GO:0006289,GO:0006294,GO:0006296,GO:0006297,GO:0006301,GO:0006355,GO:0006357,GO:0006401,GO:0006402,GO:0006412,GO:0006413,GO:0006464,GO:0006468,GO:0006508,GO:0006511,GO:0006518,GO:0006605,GO:0006612,GO:0006613,GO:0006614,GO:0006625,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006886,GO:0006950,GO:0006974,GO:0006996,GO:0007031,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007178,GO:0007179,GO:0007249,GO:0007254,GO:0007267,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009628,GO:0009719,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009894,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010008,GO:0010033,GO:0010467,GO:0010468,GO:0010498,GO:0010556,GO:0010557,GO:0010558,GO:0010562,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010629,GO:0010646,GO:0010647,GO:0010648,GO:0010941,GO:0010942,GO:0012505,GO:0012506,GO:0015031,GO:0015833,GO:0015935,GO:0016020,GO:0016032,GO:0016043,GO:0016055,GO:0016070,GO:0016071,GO:0016192,GO:0016197,GO:0016310,GO:0016567,GO:0016579,GO:0017015,GO:0018130,GO:0019058,GO:0019068,GO:0019219,GO:0019220,GO:0019221,GO:0019222,GO:0019438,GO:0019439,GO:0019538,GO:0019867,GO:0019941,GO:0019985,GO:0022607,GO:0022626,GO:0022627,GO:0023014,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030139,GO:0030163,GO:0030512,GO:0030522,GO:0030659,GO:0030666,GO:0031090,GO:0031098,GO:0031145,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031329,GO:0031347,GO:0031349,GO:0031399,GO:0031401,GO:0031410,GO:0031966,GO:0031967,GO:0031968,GO:0031974,GO:0031975,GO:0031981,GO:0031982,GO:0031984,GO:0032147,GO:0032268,GO:0032270,GO:0032446,GO:0032991,GO:0033036,GO:0033365,GO:0033554,GO:0033674,GO:0033683,GO:0034097,GO:0034613,GO:0034622,GO:0034641,GO:0034645,GO:0034654,GO:0034655,GO:0035556,GO:0035666,GO:0035872,GO:0036211,GO:0036293,GO:0036294,GO:0036297,GO:0042175,GO:0042221,GO:0042276,GO:0042325,GO:0042327,GO:0042769,GO:0042886,GO:0042981,GO:0043043,GO:0043065,GO:0043066,GO:0043067,GO:0043068,GO:0043069,GO:0043085,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043405,GO:0043406,GO:0043408,GO:0043410,GO:0043412,GO:0043487,GO:0043488,GO:0043549,GO:0043574,GO:0043603,GO:0043604,GO:0043618,GO:0043620,GO:0043632,GO:0043933,GO:0044085,GO:0044093,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044271,GO:0044391,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044429,GO:0044432,GO:0044433,GO:0044440,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0044766,GO:0045047,GO:0045088,GO:0045089,GO:0045184,GO:0045859,GO:0045860,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045937,GO:0045944,GO:0046483,GO:0046700,GO:0046794,GO:0046907,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051090,GO:0051091,GO:0051092,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051246,GO:0051247,GO:0051252,GO:0051253,GO:0051254,GO:0051276,GO:0051338,GO:0051347,GO:0051403,GO:0051603,GO:0051606,GO:0051641,GO:0051649,GO:0051704,GO:0051716,GO:0055085,GO:0060255,GO:0060548,GO:0061013,GO:0061024,GO:0061418,GO:0065003,GO:0065004,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070423,GO:0070482,GO:0070498,GO:0070555,GO:0070646,GO:0070647,GO:0070727,GO:0070848,GO:0070887,GO:0070911,GO:0070972,GO:0070987,GO:0071310,GO:0071345,GO:0071347,GO:0071363,GO:0071453,GO:0071456,GO:0071495,GO:0071559,GO:0071560,GO:0071702,GO:0071704,GO:0071705,GO:0071824,GO:0071840,GO:0071897,GO:0071900,GO:0071902,GO:0071944,GO:0072594,GO:0072599,GO:0072657,GO:0072662,GO:0072663,GO:0075733,GO:0080090,GO:0080134,GO:0090092,GO:0090101,GO:0090150,GO:0090287,GO:0090288,GO:0090304,GO:0090305,GO:0097708,GO:0098588,GO:0098805,GO:0098827,GO:0198738,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1902531,GO:1902533,GO:1902579,GO:1902679,GO:1902680,GO:1903311,GO:1903506,GO:1903507,GO:1903508,GO:1903844,GO:1903845,GO:1905114,GO:1990904,GO:2000112,GO:2000113,GO:2001141		ko:K02977	ko03010,map03010	M00177,M00179			br01610,ko00000,ko00001,ko00002,ko03011,ko04147				Mammalia	38CAM@33154,3BDTF@33208,3CUJQ@33213,3JBSG@40674,483G4@7711,4948X@7742,COG5272@1,KOG0004@2759	NA|NA|NA	O	ubiquitin
rna1187_3	9541.XP_005591941.1	6.2e-37	160.6	Cercopithecoidea				ko:K02978	ko03010,map03010	M00177,M00179			br01610,ko00000,ko00001,ko00002,ko03011				Mammalia	35QHP@314146,36B9D@314294,3A63N@33154,3BRH5@33208,3D83U@33213,3JHBM@40674,48F7Y@7711,49C23@7742,4MJUW@9443,COG2051@1,KOG1779@2759	NA|NA|NA	J	ribosomal protein
rna1188_1	29078.XP_008147723.1	0.0	1115.1	Chiroptera	PPM1D	GO:0000086,GO:0000278,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004721,GO:0004722,GO:0004724,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006304,GO:0006305,GO:0006306,GO:0006325,GO:0006342,GO:0006351,GO:0006352,GO:0006355,GO:0006366,GO:0006367,GO:0006464,GO:0006468,GO:0006470,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007049,GO:0008150,GO:0008152,GO:0008285,GO:0009058,GO:0009059,GO:0009314,GO:0009605,GO:0009607,GO:0009617,GO:0009628,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016070,GO:0016301,GO:0016310,GO:0016311,GO:0016458,GO:0016740,GO:0016772,GO:0016773,GO:0016787,GO:0016788,GO:0016791,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0019899,GO:0019900,GO:0019901,GO:0022402,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032259,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0035970,GO:0036211,GO:0040029,GO:0042127,GO:0042578,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044728,GO:0044770,GO:0044772,GO:0044839,GO:0045814,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051019,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0051704,GO:0051707,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097659,GO:0140096,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1902679,GO:1903047,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	3.1.3.16	ko:K10147	ko04115,map04115				ko00000,ko00001,ko01000,ko01009				Mammalia	38W4U@33154,3BHSU@33208,3CSV3@33213,3J843@40674,486A9@7711,490VR@7742,4KPXV@9397,COG0631@1,KOG0698@2759	NA|NA|NA	T	Protein phosphatase, Mg2 Mn2 dependent, 1D
